Device time,"Average fuel consumption (L/100km)","Average fuel consumption (total) (L/100km)","Average speed (km/h)","Calculated boost (bar)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (total) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (total) (L)","Fuel used price ($)","Fuel used price (total) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Short term fuel trim (%)","Oxygen sensor 2 Bank 1 Voltage (V)","Throttle position (%)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
23-11-2020 10:10:53.513,,,55.5499923650046,,,,5.29671501041667,5.29671501041667,,,,,,,,,,,,,,,,1.9063110792103,19,
23-11-2020 10:10:53.797,,,,,,,,,,1916,,,,,,,,,,,,,,,,
23-11-2020 10:10:54.072,,,55.4971034543344,,,,5.3002841945,5.3002841945,,,,,,,,,,,,,,,,2.1070872046696,23,
23-11-2020 10:10:54.355,,,,,,,,,93,,,,,,,,,,,,,,,,,
23-11-2020 10:10:54.639,,,,,,,,,,2171,,,,,,,,,,,,,,,,
23-11-2020 10:10:54.913,,,55.4275321915337,,,,5.30659497725,5.30659497725,,,,,,,,,,,,,,,,1.79317723319065,27,
23-11-2020 10:10:55.196,,,,,,,,,,1917,,,,,,,,,,,,,,,,
23-11-2020 10:10:55.475,,,55.387818476555,,,,5.31142797972222,5.31142797972222,,,,,,,,,,,,,,,,1.79133697258964,31,
23-11-2020 10:10:55.747,,,,,,,,,93,,,,,,,,,,,,,,,,,
23-11-2020 10:10:56.020,,,,,,,,,,1851,,,,,,,,,,,,,,,,
23-11-2020 10:10:56.304,,,55.3365519013573,,,,5.31926203872222,5.31926203872222,,,,,,,,,,,,,,,,1.4929834257938,34,
23-11-2020 10:10:56.587,,,,,,,,,,1862,,,,,,,,,,,,,,,,
23-11-2020 10:10:56.863,,,55.3053761714473,,,,5.32485035872222,5.32485035872222,,,,,,,,,,,,,,,,1.29383853388746,36,
23-11-2020 10:10:57.136,,,,,,,,,93,,,,,,,,,,,,,,,,,
23-11-2020 10:10:57.419,,,,,,,,,,1666,,,,,,,,,,,,,,,,
23-11-2020 10:10:57.695,,,55.2663144180505,,,,5.33386748805555,5.33386748805555,,,,,,,,,,,,,,,,1.19820288738139,39,
23-11-2020 10:10:57.971,,,,,,,,,,1659,,,,,,,,,,,,,,,,
23-11-2020 10:10:58.251,,,55.2451295205699,,,,5.34035080988889,5.34035080988889,,,,,,,,,,,,,,,,1.10058261762146,42,
23-11-2020 10:10:58.527,,,,,,,,,93,,,,,,,,,,,,,,,,,
23-11-2020 10:10:58.810,,,,,,,,,,1701,,,,,,,,,,,,,,,,
23-11-2020 10:10:59.094,,,55.2179620996731,,,,5.35065143111111,5.35065143111111,,,,,,,,,,,,,,,,0.995728377040372,44,
23-11-2020 10:10:59.378,,,,,,,,,,1690,,,,,,,,,,,,,,,,
23-11-2020 10:10:59.652,,,55.2000526647084,,,,5.35746912233333,5.35746912233333,,,,,,,,,,,,,,,,0.796878778824072,44,
23-11-2020 10:10:59.937,,,,,,,,,93,,,,,,,,,,,,,,,,,
23-11-2020 10:11:00.215,,,,,,,,,,,,,,,,,,,,,,0.76,,,,
23-11-2020 10:11:00.488,,,,,,,,,,,,,,,,,,,,,,0.76,,,,
23-11-2020 10:11:00.771,,,,,,,,,,,,,,,,,,,,,,0.76,,,,
23-11-2020 10:11:01.055,,,,,,,,,,,,,,,,,,,,,,0.755,,,,
23-11-2020 10:11:01.327,,,,,,,,,,,,,,,,,,,,,,0.025,,,,
23-11-2020 10:11:01.600,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:01.873,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:02.157,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:02.441,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:02.714,,,,,,,,,,,,,,,,,,,,,,0.02,,,,
23-11-2020 10:11:02.987,,,,,,,,,,,,,,,,,,,,,,0.045,,,,
23-11-2020 10:11:03.261,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
23-11-2020 10:11:03.544,,,,,,,,,,,,,,,,,,,,,,0.08,,,,
23-11-2020 10:11:03.817,,,,,,,,,,,,,,,,,,,,,,0.09,,,,
23-11-2020 10:11:04.098,,,,,,,,,,,,,,,,,,,,,,0.1,,,,
23-11-2020 10:11:04.403,,,,,,,,,,,,,,,,,,,,,,0.11,,,,
23-11-2020 10:11:04.675,,,,,,,,,,,,,,,,,,,,,,0.115,,,,
23-11-2020 10:11:04.948,,,,,,,,,,,,,,,,,,,,,,0.115,,,,
23-11-2020 10:11:05.222,,,,,,,,,,,,,,,,,,,,,,0.12,,,,
23-11-2020 10:11:05.496,,,,,,,,,,,,,,,,,,,,,,0.125,,,,
23-11-2020 10:11:05.770,,,,,,,,,,,,,,,,,,,,,,0.13,,,,
23-11-2020 10:11:06.044,,,,,,,,,,,,,,,,,,,,,,0.01,,,,
23-11-2020 10:11:06.317,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:06.590,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:06.864,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:07.147,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:07.427,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:07.704,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:07.977,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:08.251,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:08.524,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:08.796,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:09.080,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:09.360,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:09.633,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:09.906,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:10.179,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:10.452,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:10.737,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:11.021,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:11.294,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:11.580,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:11.863,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:12.137,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:12.408,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:12.682,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:12.954,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:13.225,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:13.507,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:13.779,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:14.062,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:14.334,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:14.607,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:14.887,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:15.162,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:15.445,,,,,,,,,,,,,,,,,,,,,,0.025,,,,
23-11-2020 10:11:15.718,,,,,,,,,,,,,,,,,,,,,,0.055,,,,
23-11-2020 10:11:15.991,,,,,,,,,,,,,,,,,,,,,,0.07,,,,
23-11-2020 10:11:16.270,,,,,,,,,,,,,,,,,,,,,,0.085,,,,
23-11-2020 10:11:16.563,,,,,,,,,,,,,,,,,,,,,,0.1,,,,
23-11-2020 10:11:16.837,,,,,,,,,,,,,,,,,,,,,,0.11,,,,
23-11-2020 10:11:17.109,,,,,,,,,,,,,,,,,,,,,,0.115,,,,
23-11-2020 10:11:17.382,,,,,,,,,,,,,,,,,,,,,,0.12,,,,
23-11-2020 10:11:17.655,,,,,,,,,,,,,,,,,,,,,,0.125,,,,
23-11-2020 10:11:17.928,,,,,,,,,,,,,,,,,,,,,,0.125,,,,
23-11-2020 10:11:18.205,,,,,,,,,,,,,,,,,,,,,,0.13,,,,
23-11-2020 10:11:18.479,,,,,,,,,,,,,,,,,,,,,,0.135,,,,
23-11-2020 10:11:18.752,,,,,,,,,,,,,,,,,,,,,,0.135,,,,
23-11-2020 10:11:19.026,,,,,,,,,,,,,,,,,,,,,,0.14,,,,
23-11-2020 10:11:19.299,,,,,,,,,,,,,,,,,,,,,,0.14,,,,
23-11-2020 10:11:19.572,,,,,,,,,,,,,,,,,,,,,,0.14,,,,
23-11-2020 10:11:19.844,,,,,,,,,,,,,,,,,,,,,,0.14,,,,
23-11-2020 10:11:20.116,,,,,,,,,,,,,,,,,,,,,,0.155,,,,
23-11-2020 10:11:20.399,,,,,,,,,,,,,,,,,,,,,,0.155,,,,
23-11-2020 10:11:20.685,,,,,,,,,,,,,,,,,,,,,,0.155,,,,
23-11-2020 10:11:20.968,,,,,,,,,,,,,,,,,,,,,,0.155,,,,
23-11-2020 10:11:21.241,,,,,,,,,,,,,,,,,,,,,,0.155,,,,
23-11-2020 10:11:21.513,,,,,,,,,,,,,,,,,,,,,,0.16,,,,
23-11-2020 10:11:21.787,,,,,,,,,,,,,,,,,,,,,,0.165,,,,
23-11-2020 10:11:22.064,,,,,,,,,,,,,,,,,,,,,,0.17,,,,
23-11-2020 10:11:22.339,,,,,,,,,,,,,,,,,,,,,,0.17,,,,
23-11-2020 10:11:22.622,,,,,,,,,,,,,,,,,,,,,,0.17,,,,
23-11-2020 10:11:22.895,,,,,,,,,,,,,,,,,,,,,,0.18,,,,
23-11-2020 10:11:23.168,,,,,,,,,,,,,,,,,,,,,,0.2,,,,
23-11-2020 10:11:23.441,,,,,,,,,,,,,,,,,,,,,,0.22,,,,
23-11-2020 10:11:23.725,,,,,,,,,,,,,,,,,,,,,,0.245,,,,
23-11-2020 10:11:23.999,,,,,,,,,,,,,,,,,,,,,,0.255,,,,
23-11-2020 10:11:24.273,,,,,,,,,,,,,,,,,,,,,,0.255,,,,
23-11-2020 10:11:24.546,,,,,,,,,,,,,,,,,,,,,,0.245,,,,
23-11-2020 10:11:24.820,,,,,,,,,,,,,,,,,,,,,,0.02,,,,
23-11-2020 10:11:25.102,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:25.378,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:25.651,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:25.927,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:26.199,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:26.474,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:26.748,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:27.021,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:27.293,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:27.566,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:27.846,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:28.122,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:28.405,,,,,,,,,,,,,,,,,,,,,,0.005,,,,
23-11-2020 10:11:28.684,,,,,,,,,,,,,,,,,,,,,,0.035,,,,
23-11-2020 10:11:28.961,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
23-11-2020 10:11:29.244,,,,,,,,,,,,,,,,,,,,,,0.075,,,,
23-11-2020 10:11:29.525,,,,,,,,,,,,,,,,,,,,,,0.085,,,,
23-11-2020 10:11:29.800,,,,,,,,,,,,,,,,,,,,,,0.095,,,,
23-11-2020 10:11:30.073,,,,,,,,,,,,,,,,,,,,,,0.095,,,,
23-11-2020 10:11:30.347,,,,,,,,,,,,,,,,,,,,,,0.1,,,,
23-11-2020 10:11:30.620,,,,,,,,,,,,,,,,,,,,,,0.105,,,,
23-11-2020 10:11:30.903,,,,,,,,,,,,,,,,,,,,,,0.12,,,,
23-11-2020 10:11:31.187,,,,,,,,,,,,,,,,,,,,,,0.13,,,,
23-11-2020 10:11:31.460,,,,,,,,,,,,,,,,,,,,,,0.14,,,,
23-11-2020 10:11:31.733,,,,,,,,,,,,,,,,,,,,,,0.15,,,,
23-11-2020 10:11:32.006,,,,,,,,,,,,,,,,,,,,,,0.165,,,,
23-11-2020 10:11:32.284,,,,,,,,,,,,,,,,,,,,,,0.155,,,,
23-11-2020 10:11:32.567,,,,,,,,,,,,,,,,,,,,,,0.155,,,,
23-11-2020 10:11:32.842,,,,,,,,,,,,,,,,,,,,,,0.17,,,,
23-11-2020 10:11:33.114,,,,,,,,,,,,,,,,,,,,,,0.21,,,,
23-11-2020 10:11:33.393,,,,,,,,,,,,,,,,,,,,,,0.22,,,,
23-11-2020 10:11:33.669,,,,,,,,,,,,,,,,,,,,,,0.23,,,,
23-11-2020 10:11:33.942,,,,,,,,,,,,,,,,,,,,,,0.23,,,,
23-11-2020 10:11:34.214,,,,,,,,,,,,,,,,,,,,,,0.225,,,,
23-11-2020 10:11:34.497,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
23-11-2020 10:11:34.772,,,,,,,,,,,,,,,,,,,,,,0.005,,,,
23-11-2020 10:11:35.045,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:35.318,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:35.601,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:35.885,,,,,,,,,,,,,,,,,,,,,,0,,,,
23-11-2020 10:11:36.171,,,,,,,,,,,,,,,,,,,,,,0.015,,,,
23-11-2020 10:11:36.444,,,,,,,,,,,,,,,,,,,,,,0.04,,,,
23-11-2020 10:11:36.719,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
23-11-2020 10:11:36.992,,,,,,,,,,,,,,,,,,,,,,0.075,,,,
23-11-2020 10:11:37.270,,,,,,,,,,,,,,,,,,,,,,0.08,,,,
23-11-2020 10:11:37.556,,,,,,,,,,,,,,,,,,,,,,0.085,,,,
23-11-2020 10:11:37.830,,,,,,,,,,,,,,,,,,,,,,0.085,,,,
23-11-2020 10:11:38.105,,,,,,,,,,,,,,,,,,,,,,0.09,,,,
23-11-2020 10:11:38.383,,,,,,,,,,,,,,,,,,,,,,0.1,,,,
23-11-2020 10:11:38.655,,,,,,,,,,,,,,,,,,,,,,0.105,,,,
23-11-2020 10:11:38.928,,,,,,,,,,,,,,,,,,,,,,0.11,,,,
23-11-2020 10:11:39.211,,,,,,,,,,,,,,,,,,,,,,0.115,,,,
23-11-2020 10:11:39.484,,,,,,,,,,,,,,,,,,,,,,0.12,,,,
23-11-2020 10:11:39.759,,,,,,,,,,,,,,,,,,,,,,0.13,,,,
23-11-2020 10:11:40.048,,,,,,,,,,,,,,,,,,,,,,0.13,,,,
23-11-2020 10:11:40.326,,,,,,,,,,,,,,,,,,,-0.46484375,13.3285488,,,,,,
23-11-2020 10:11:40.872,,,,,,,,,,,1,,,,,,,,,,,,17.6470588235294,,,
23-11-2020 10:11:41.154,,,,,,3.62595867325689,,,,,,,,,,10.4333939190739,,9.8,,,,,,,,
23-11-2020 10:11:41.428,,,,,10.0721074257136,,,,,,,,,,,,,,,,,,,,36,
23-11-2020 10:11:41.701,,,,,,,,,,1505,,,,,,,,,,,,,,,,
23-11-2020 10:11:41.985,,,,,,,,,,,,,,,,,,,-0.44921875,13.3715904,,,,,,
23-11-2020 10:11:42.538,,,,,,,,,,,1,,,,,,,,,,,,26.2745098039216,,,
23-11-2020 10:11:42.813,8.5954276167584,,,0.202755586275428,,8.05100898996637,,,,,,0.460497380500343,0.517145620153441,0.465102354305346,0.06,23.1661074512124,,21.83,,,,,,,,
23-11-2020 10:11:43.084,,,,,19.6366072926009,,5.37633227705556,5.37633227705556,,,,,,,,,,,,,,,,,41,
23-11-2020 10:11:43.358,,,,,,,,,,1590,,,,,,,,,,,,,,,,
23-11-2020 10:11:43.632,,,,,,,,,,,,,,,,,,,-0.109375,14.3615472,,,,,,
23-11-2020 10:11:44.198,,,,,,,,,,,1,,,,,,,,,,,,15.2941176470588,,,
23-11-2020 10:11:44.482,8.58102314330228,9.63468271517908,,-0.732750015065735,,1.8267959623707,,,,,,0.461344316954968,0.517992556608065,0.465957760124517,0.06,5.25645314872481,,5.32,,,,,,,,
23-11-2020 10:11:44.755,,,55.3211756292361,,4.56698990592674,,5.39489522927778,5.39489522927778,,,,,,,,,,,,,,,,,40,
23-11-2020 10:11:45.040,,,,,,,,,,1463,,,,,,,,,,,,,,,,
23-11-2020 10:11:45.317,,,,,,,,,,,,,,,,,,,2.05859375,29.38261725,,,,,,
23-11-2020 10:11:45.872,,,,,,,,,,,0,,,,,,,,,,,,14.9019607843137,,,
23-11-2020 10:11:46.145,8.55149724597578,9.60153134757743,,-0.738197722388039,,0,,,,,,0.461344316954968,0.517992556608065,0.465957760124517,0.06,0,,4.8,,,,,,,,
23-11-2020 10:11:46.428,,,55.229510775563,,0,,5.41163030227778,5.41163030227778,,,,,,,,,,,,,,,,,36,
23-11-2020 10:11:46.713,,,,,,,,,,1396,,,,,,,,,,,,,,,,
23-11-2020 10:11:47.007,,,,,,,,,,,,,,,,,,,0.46484375,18.4074576,,,,,,
23-11-2020 10:11:47.552,,,,,,,,,,,0,,,,,,,,,,,,18.8235294117647,,,
23-11-2020 10:11:47.836,8.52505236288565,9.57183931042074,,-0.379092936445662,,0,,,,,,0.461344316954968,0.517992556608065,0.465957760124517,0.06,0,,10.56,,,,,,,,
23-11-2020 10:11:48.119,,,55.1377749202973,,0,,5.42853891527778,5.42853891527778,,,,,,,,,,,,,,,,0,36,
23-11-2020 10:11:48.405,,,,,,,,,,1444,,,,,,,,,,,,,,,,
23-11-2020 10:11:48.679,,,,,,,,,,,,,,,,,,,-0.41015625,13.486368,,,,,,
23-11-2020 10:11:49.234,,,,,,,,,,,1,,,,,,,,,,,,16.078431372549,,,
23-11-2020 10:11:49.517,8.51504520490053,9.55857165902007,,-0.707872605596502,,1.92340339722283,,,,,,0.46224254260152,0.518890782254617,0.466864968027535,0.06,5.53443299189226,,5.26,,,,,,,,
23-11-2020 10:11:49.790,,,55.0479610289048,,5.34278721450786,,5.44525097727778,5.44525097727778,,,,,,,,,,,,,,,,-0.2071040043488,36,
23-11-2020 10:11:50.065,,,,,,,,,,1339,,,,,,,,,,,,,,,,
23-11-2020 10:11:50.347,,,,,,,,,,,,,,,,,,,-0.265625,13.8737424,,,,,,
23-11-2020 10:11:50.897,,,,,,,,,,,1,,,,,,,,,,,,16.078431372549,,,
23-11-2020 10:11:51.169,8.50787976848824,9.54820352747533,,-0.616934126526937,,2.25003733355784,,,,,,0.463275406239224,0.519923645892322,0.467908160301616,0.06,6.47429492420156,,6.33,,,,,,,,
23-11-2020 10:11:51.443,,,54.950737301412,,6.61775686340542,,5.46085828722222,5.46085828722222,,,,,,,,,,,,,,,,-0.249200144787278,34,
23-11-2020 10:11:51.726,,,,,,,,,,1277,,,,,,,,,,,,,,,,
23-11-2020 10:11:52.010,,,,,,,,,,,,,,,,,,,-0.30859375,13.7589648,,,,,,
23-11-2020 10:11:52.575,,,,,,,,,,,1,,,,,,,,,,,,14.5098039215686,,,
23-11-2020 10:11:52.849,8.49716121121729,9.53451169118942,,-0.721768895078053,,1.59139082985072,,,,,,0.464017932181391,0.520666171834489,0.468658111503205,0.06,4.57909449699297,,4.44,,,,,,,,
23-11-2020 10:11:53.122,,,54.8388681936859,,5.13351880597008,,5.47531512344444,5.47531512344444,,,,,,,,,,,,,,,,-0.207500568190506,31,
23-11-2020 10:11:53.396,,,,,,,,,,1094,,,,,,,,,,,,,,,,
23-11-2020 10:11:53.681,,,,,,,,,,,,,,,,,,,1.3359375,29.38261725,,,,,,
23-11-2020 10:11:54.247,,,,,,,,,,,0,,,,,,,,,,,,13.7254901960784,,,
23-11-2020 10:11:54.520,8.474725595145,9.50933709011702,,-0.660750225115598,,0,,,,,,0.464017932181391,0.520666171834489,0.468658111503205,0.06,0,,4.6,,,,,,,,
23-11-2020 10:11:54.793,,,54.7054194822012,,0,,5.48738338238889,5.48738338238889,,,,,,,,,,,,,,,,-0.416230365672761,26,
23-11-2020 10:11:55.077,,,,,,,,,,996,,,,,,,,,,,,,,,,
23-11-2020 10:11:55.370,,,,,,,,,,,,,,,,,,,-0.27734375,13.8307008,,,,,,
23-11-2020 10:11:55.927,,,,,,,,,,,0,,,,,,,,,,,,14.5098039215686,,,
23-11-2020 10:11:56.210,8.45608735250033,9.48842345343513,,-0.637189019347465,,0,,,,,,0.464017932181391,0.520666171834489,0.468658111503205,0.06,0,,4.17,,,,,,,,
23-11-2020 10:11:56.484,,,54.5482671822769,,0,,5.49725083147222,5.49725083147222,,,,,,,,,,,,,,,,-0.62245370063639,21,
23-11-2020 10:11:56.769,,,,,,,,,,1039,,,,,,,,,,,,,,,,
23-11-2020 10:11:57.053,,,,,,,,,,,,,,,,,,,-0.44921875,13.3715904,,,,,,
23-11-2020 10:11:57.618,,,,,,,,,,,1,,,,,,,,,,,,14.1176470588235,,,
23-11-2020 10:11:57.891,8.45456784275205,9.48505092219936,,-0.661455313170143,,1.60798896913666,,,,,,0.46476880103307,0.521417040686168,0.469416489043401,0.06,4.62685425960999,,4.36,,,,,,,,
23-11-2020 10:11:58.169,,,54.3747093869244,,9.45875864198037,,5.50520656088889,5.50520656088889,,,,,,,,,,,,,,,,-0.702059602355952,17,
23-11-2020 10:11:58.455,,,,,,,,,,855,,,,,,,,,,,,,,,,
23-11-2020 10:11:58.749,,,,,,,,,,,,,,,,,,,-0.49609375,13.2424656,,,,,,
23-11-2020 10:11:59.304,,,,,,,,,,,1,,,,,,,,,,,,14.1176470588235,,,
23-11-2020 10:11:59.576,8.45530216353177,9.48429606278977,,-0.583576320494371,,1.52311991006408,,,,,,0.465481849449731,0.522130089102829,0.470136667944229,0.06,4.38265061455021,,4.09,,,,,,,,
23-11-2020 10:11:59.851,,,54.184619702865,,11.7163070004929,,5.51128151072222,5.51128151072222,,,,,,,,,,,,,,,,-0.742982423279672,13,
23-11-2020 10:12:00.135,,,,,,,,,,728,,,,,,,,,,,,,,,,
23-11-2020 10:12:00.409,,,,,,,,,,,,,,,,,,,-0.484375,13.2855072,,,,,,
23-11-2020 10:12:00.958,,,,,,,,,,,1,,,,,,,,,,,,14.5098039215686,,,
23-11-2020 10:12:01.261,8.46057722584114,9.48843689047428,,-0.44199348069032,,1.71863041196717,,,,,,0.466286228348158,0.522934468001255,0.470949090631639,0.06,4.94521579123453,,4.63,,,,,,,,
23-11-2020 10:12:01.535,,,53.9640990341069,,28.6438401994528,,5.51408733805556,5.51408733805556,,,,,,,,,,,,,,,,-0.824009871756921,6,
23-11-2020 10:12:01.814,,,,,,,,,,709,,,,,,,,,,,,,,,,
23-11-2020 10:12:02.096,,,,,,,,,,,,,,,,,,,-0.38671875,13.5437568,,,,,,
23-11-2020 10:12:02.652,,,,,,,,,,,1,,,,,,,,,,,,15.2941176470588,,,
23-11-2020 10:12:02.935,8.47481796506757,9.50215460629446,,-0.248054757655513,,2.19926434073765,,,,,,0.467308864335048,0.523957103988146,0.471981952978399,0.06,6.32819986844418,,6.04,,,,,,,,
23-11-2020 10:12:04.793,,,53.5079352296328,,109.963217036882,,5.51589719916667,5.51589719916667,,,,,,,,,,,,,,,,-0.635246752453437,2,
23-11-2020 10:12:05.077,,,,,,,,,,824,,,,,,,,,,,,,,,,
23-11-2020 10:12:05.356,,,,,,,,,,,,,,,,,,,-0.39453125,13.5150624,,,,,,
23-11-2020 10:12:05.913,,,,,,,,,,,1,,,,,,,,,,,,18.4313725490196,,,
23-11-2020 10:12:06.195,8.53074630542326,9.55774585975969,,0.0550184978094997,,3.57591890388073,,,,,,0.470547196528855,0.527195436181953,0.475252668494144,0.06,10.2894086526748,,9.8,,,,,,,,
23-11-2020 10:12:06.479,,,53.3020284258003,,44.6989862985091,,5.51964555694444,5.51964555694444,,,,,,,,,,,,,,,,,8,
23-11-2020 10:12:06.763,,,,,,,,,,1444,,,,,,,,,,,,,,,,
23-11-2020 10:12:07.047,,,,,,,,,,,,,,,,,,,0.0234375,14.9067408,,,,,,
23-11-2020 10:12:07.595,,,,,,,,,,,1,,,,,,,,,,,,14.5098039215686,,,
23-11-2020 10:12:07.871,8.53795123442017,9.56425335959606,,-0.74270652891249,,1.54163959957016,,,,,,0.471264645964756,0.527912885617854,0.475977292424404,0.06,4.43593947779651,,4.66,,,,,,,,
23-11-2020 10:12:08.152,,,53.0996403266024,,19.270494994627,,5.52336321538889,5.52336321538889,,,,,,,,,,,,,,,,,8,
23-11-2020 10:12:08.435,,,,,,,,,,1022,,,,,,,,,,,,,,,,
23-11-2020 10:12:08.721,,,,,,,,,,,,,,,,,,,-0.05859375,14.5193664,,,,,,
23-11-2020 10:12:09.291,,,,,,,,,,,1,,,,,,,,,,,,15.2941176470588,,,
23-11-2020 10:12:09.571,8.54771195643582,9.57332329945356,,-0.57521511850513,,1.81373249009974,,,,,,0.472121177959174,0.528769417612272,0.476842389738766,0.06,5.21886409588782,,5.34,,,,,,,,
23-11-2020 10:12:09.847,,,52.8782782771578,,45.3433122524934,,5.52524755016667,5.52524755016667,,,,,,,,,,,,,,,,,4,
23-11-2020 10:12:10.134,,,,,,,,,,775,,,,,,,,,,,,,,,,
23-11-2020 10:12:10.421,,,,,,,,,,,,,,,,,,,-0.01171875,14.70588,,,,,,
23-11-2020 10:12:10.975,,,,,,,,,,,1,,,,,,,,,,,,14.9019607843137,,,
23-11-2020 10:12:11.248,8.56062879580603,9.58589036352328,,-0.364215351376938,,1.87791810868608,,,,,,0.472995932819135,0.529644172472232,0.477725892147326,0.06,5.40355286456846,,5.6,,,,,,,,
23-11-2020 10:12:11.526,,,52.6479175880671,,187.791810868608,,5.52571359822222,5.52571359822222,,,,,,,,,,,,,,,,-0.0412535104901646,1,
23-11-2020 10:12:11.800,,,,,,,,,,723,,,,,,,,,,,,,,,,
23-11-2020 10:12:12.077,,,,,,,,,,,,,,,,,,,0.05078125,15.0789072,,,,,,
23-11-2020 10:12:12.623,,,,,,,,,,,1,,,,,,,,,,,,15.6862745098039,,,
23-11-2020 10:12:12.901,8.5769517424433,9.60212683786125,,-0.234297812605806,,2.05058281313685,,,,,,0.473937788745147,0.530586028398245,0.478677166632599,0.06,5.90038116290019,,6.27,,,,,,,,
23-11-2020 10:12:13.178,,,52.4185400735641,,,,5.52571359822222,5.52571359822222,,,,,,,,,,,,,,,,-0.331747576599711,0,
23-11-2020 10:12:13.463,,,,,,,,,,742,,,,,,,,,,,,,,,,
23-11-2020 10:12:13.746,,,,,,,,,,,,,,,,,,,-0.03125,14.6197968,,,,,,
